run:
Avg[n= 100	m= 2	p= 0.05	p*= 0.005	URLIG: 91.96	Gnp*: 74.84	URLIG/Gnp*: 1.23	Gnp: 1.48	URLIG/Gnp: 62.14]
Avg[n= 100	m= 9	p= 0.95	p*= 0.947	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 10	p= 0.05	p*= 0.019	URLIG: 62.32	Gnp*: 20.04	URLIG/Gnp*: 3.11	Gnp: 1.69	URLIG/Gnp: 36.88]
Avg[n= 100	m= 10	p= 0.1	p*= 0.059	URLIG: 35.96	Gnp*: 1.24	URLIG/Gnp*: 29.0	Gnp: 1.0	URLIG/Gnp: 35.96]
Avg[n= 100	m= 10	p= 0.15	p*= 0.107	URLIG: 20.97	Gnp*: 1.0	URLIG/Gnp*: 20.97	Gnp: 1.0	URLIG/Gnp: 20.97]
Avg[n= 100	m= 10	p= 0.2	p*= 0.159	URLIG: 12.02	Gnp*: 1.0	URLIG/Gnp*: 12.02	Gnp: 1.0	URLIG/Gnp: 12.02]
Avg[n= 100	m= 10	p= 0.25	p*= 0.211	URLIG: 6.61	Gnp*: 1.0	URLIG/Gnp*: 6.61	Gnp: 1.0	URLIG/Gnp: 6.61]
Avg[n= 100	m= 10	p= 0.3	p*= 0.263	URLIG: 3.78	Gnp*: 1.0	URLIG/Gnp*: 3.78	Gnp: 1.0	URLIG/Gnp: 3.78]
Avg[n= 100	m= 10	p= 0.35	p*= 0.316	URLIG: 2.53	Gnp*: 1.0	URLIG/Gnp*: 2.53	Gnp: 1.0	URLIG/Gnp: 2.53]
Avg[n= 100	m= 10	p= 0.4	p*= 0.368	URLIG: 1.59	Gnp*: 1.0	URLIG/Gnp*: 1.59	Gnp: 1.0	URLIG/Gnp: 1.59]
Avg[n= 100	m= 10	p= 0.45	p*= 0.421	URLIG: 1.29	Gnp*: 1.0	URLIG/Gnp*: 1.29	Gnp: 1.0	URLIG/Gnp: 1.29]
Avg[n= 100	m= 10	p= 0.5	p*= 0.474	URLIG: 1.04	Gnp*: 1.0	URLIG/Gnp*: 1.04	Gnp: 1.0	URLIG/Gnp: 1.04]
Avg[n= 100	m= 10	p= 0.55	p*= 0.526	URLIG: 1.05	Gnp*: 1.0	URLIG/Gnp*: 1.05	Gnp: 1.0	URLIG/Gnp: 1.05]
Avg[n= 100	m= 10	p= 0.6	p*= 0.579	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 10	p= 0.65	p*= 0.632	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 10	p= 0.7	p*= 0.684	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 10	p= 0.75	p*= 0.737	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 10	p= 0.8	p*= 0.789	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 10	p= 0.85	p*= 0.842	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 10	p= 0.9	p*= 0.895	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 10	p= 0.95	p*= 0.947	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 11	p= 0.05	p*= 0.02	URLIG: 59.67	Gnp*: 17.16	URLIG/Gnp*: 3.48	Gnp: 1.57	URLIG/Gnp: 38.01]
Avg[n= 100	m= 11	p= 0.1	p*= 0.062	URLIG: 32.42	Gnp*: 1.19	URLIG/Gnp*: 27.24	Gnp: 1.0	URLIG/Gnp: 32.42]
Avg[n= 100	m= 11	p= 0.15	p*= 0.111	URLIG: 17.55	Gnp*: 1.0	URLIG/Gnp*: 17.55	Gnp: 1.0	URLIG/Gnp: 17.55]
Avg[n= 100	m= 11	p= 0.2	p*= 0.162	URLIG: 9.56	Gnp*: 1.0	URLIG/Gnp*: 9.56	Gnp: 1.0	URLIG/Gnp: 9.56]
Avg[n= 100	m= 12	p= 0.05	p*= 0.021	URLIG: 57.85	Gnp*: 15.29	URLIG/Gnp*: 3.78	Gnp: 1.6	URLIG/Gnp: 36.16]
Avg[n= 100	m= 12	p= 0.1	p*= 0.064	URLIG: 29.39	Gnp*: 1.17	URLIG/Gnp*: 25.12	Gnp: 1.0	URLIG/Gnp: 29.39]
Avg[n= 100	m= 12	p= 0.15	p*= 0.114	URLIG: 15.44	Gnp*: 1.0	URLIG/Gnp*: 15.44	Gnp: 1.0	URLIG/Gnp: 15.44]
Avg[n= 100	m= 12	p= 0.2	p*= 0.165	URLIG: 7.64	Gnp*: 1.0	URLIG/Gnp*: 7.64	Gnp: 1.0	URLIG/Gnp: 7.64]
Avg[n= 100	m= 13	p= 0.05	p*= 0.023	URLIG: 54.88	Gnp*: 12.65	URLIG/Gnp*: 4.34	Gnp: 1.6	URLIG/Gnp: 34.3]
Avg[n= 100	m= 13	p= 0.1	p*= 0.067	URLIG: 26.22	Gnp*: 1.08	URLIG/Gnp*: 24.28	Gnp: 1.01	URLIG/Gnp: 25.96]
Avg[n= 100	m= 13	p= 0.15	p*= 0.117	URLIG: 12.98	Gnp*: 1.0	URLIG/Gnp*: 12.98	Gnp: 1.0	URLIG/Gnp: 12.98]
Avg[n= 100	m= 13	p= 0.2	p*= 0.168	URLIG: 6.53	Gnp*: 1.0	URLIG/Gnp*: 6.53	Gnp: 1.0	URLIG/Gnp: 6.53]
Avg[n= 100	m= 14	p= 0.05	p*= 0.024	URLIG: 51.3	Gnp*: 11.7	URLIG/Gnp*: 4.38	Gnp: 1.61	URLIG/Gnp: 31.86]
Avg[n= 100	m= 14	p= 0.1	p*= 0.069	URLIG: 23.56	Gnp*: 1.07	URLIG/Gnp*: 22.02	Gnp: 1.0	URLIG/Gnp: 23.56]
Avg[n= 100	m= 14	p= 0.15	p*= 0.119	URLIG: 11.14	Gnp*: 1.0	URLIG/Gnp*: 11.14	Gnp: 1.0	URLIG/Gnp: 11.14]
Avg[n= 100	m= 14	p= 0.2	p*= 0.17	URLIG: 5.28	Gnp*: 1.0	URLIG/Gnp*: 5.28	Gnp: 1.0	URLIG/Gnp: 5.28]
Avg[n= 100	m= 15	p= 0.05	p*= 0.025	URLIG: 49.2	Gnp*: 10.03	URLIG/Gnp*: 4.91	Gnp: 1.54	URLIG/Gnp: 31.95]
Avg[n= 100	m= 15	p= 0.1	p*= 0.07	URLIG: 21.93	Gnp*: 1.07	URLIG/Gnp*: 20.5	Gnp: 1.0	URLIG/Gnp: 21.93]
Avg[n= 100	m= 15	p= 0.15	p*= 0.121	URLIG: 9.34	Gnp*: 1.01	URLIG/Gnp*: 9.25	Gnp: 1.0	URLIG/Gnp: 9.34]
Avg[n= 100	m= 15	p= 0.2	p*= 0.172	URLIG: 4.39	Gnp*: 1.0	URLIG/Gnp*: 4.39	Gnp: 1.0	URLIG/Gnp: 4.39]
Avg[n= 100	m= 16	p= 0.05	p*= 0.026	URLIG: 47.01	Gnp*: 10.14	URLIG/Gnp*: 4.64	Gnp: 1.72	URLIG/Gnp: 27.33]
Avg[n= 100	m= 16	p= 0.1	p*= 0.072	URLIG: 19.88	Gnp*: 1.03	URLIG/Gnp*: 19.3	Gnp: 1.01	URLIG/Gnp: 19.68]
Avg[n= 100	m= 16	p= 0.15	p*= 0.123	URLIG: 8.39	Gnp*: 1.0	URLIG/Gnp*: 8.39	Gnp: 1.0	URLIG/Gnp: 8.39]
Avg[n= 100	m= 16	p= 0.2	p*= 0.174	URLIG: 3.7	Gnp*: 1.0	URLIG/Gnp*: 3.7	Gnp: 1.0	URLIG/Gnp: 3.7]
Avg[n= 100	m= 17	p= 0.05	p*= 0.027	URLIG: 43.53	Gnp*: 8.81	URLIG/Gnp*: 4.94	Gnp: 1.57	URLIG/Gnp: 27.73]
Avg[n= 100	m= 17	p= 0.1	p*= 0.074	URLIG: 16.96	Gnp*: 1.04	URLIG/Gnp*: 16.31	Gnp: 1.0	URLIG/Gnp: 16.96]
Avg[n= 100	m= 17	p= 0.15	p*= 0.124	URLIG: 6.95	Gnp*: 1.0	URLIG/Gnp*: 6.95	Gnp: 1.0	URLIG/Gnp: 6.95]
Avg[n= 100	m= 17	p= 0.2	p*= 0.176	URLIG: 3.09	Gnp*: 1.0	URLIG/Gnp*: 3.09	Gnp: 1.0	URLIG/Gnp: 3.09]
Avg[n= 100	m= 18	p= 0.05	p*= 0.027	URLIG: 42.42	Gnp*: 7.4	URLIG/Gnp*: 5.73	Gnp: 1.65	URLIG/Gnp: 25.71]
Avg[n= 100	m= 18	p= 0.1	p*= 0.075	URLIG: 16.05	Gnp*: 1.04	URLIG/Gnp*: 15.43	Gnp: 1.01	URLIG/Gnp: 15.89]
Avg[n= 100	m= 18	p= 0.15	p*= 0.126	URLIG: 6.56	Gnp*: 1.0	URLIG/Gnp*: 6.56	Gnp: 1.0	URLIG/Gnp: 6.56]
Avg[n= 100	m= 18	p= 0.2	p*= 0.177	URLIG: 2.83	Gnp*: 1.0	URLIG/Gnp*: 2.83	Gnp: 1.0	URLIG/Gnp: 2.83]
Avg[n= 100	m= 19	p= 0.05	p*= 0.028	URLIG: 40.97	Gnp*: 7.39	URLIG/Gnp*: 5.54	Gnp: 1.64	URLIG/Gnp: 24.98]
Avg[n= 100	m= 19	p= 0.1	p*= 0.076	URLIG: 14.21	Gnp*: 1.02	URLIG/Gnp*: 13.93	Gnp: 1.0	URLIG/Gnp: 14.21]
Avg[n= 100	m= 19	p= 0.15	p*= 0.127	URLIG: 5.74	Gnp*: 1.0	URLIG/Gnp*: 5.74	Gnp: 1.0	URLIG/Gnp: 5.74]
Avg[n= 100	m= 19	p= 0.2	p*= 0.178	URLIG: 2.44	Gnp*: 1.0	URLIG/Gnp*: 2.44	Gnp: 1.0	URLIG/Gnp: 2.44]
Avg[n= 100	m= 20	p= 0.05	p*= 0.029	URLIG: 38.7	Gnp*: 6.97	URLIG/Gnp*: 5.55	Gnp: 1.64	URLIG/Gnp: 23.6]
Avg[n= 100	m= 20	p= 0.1	p*= 0.077	URLIG: 12.97	Gnp*: 1.03	URLIG/Gnp*: 12.59	Gnp: 1.01	URLIG/Gnp: 12.84]
Avg[n= 100	m= 20	p= 0.15	p*= 0.128	URLIG: 5.02	Gnp*: 1.0	URLIG/Gnp*: 5.02	Gnp: 1.0	URLIG/Gnp: 5.02]
Avg[n= 100	m= 20	p= 0.2	p*= 0.179	URLIG: 2.12	Gnp*: 1.0	URLIG/Gnp*: 2.12	Gnp: 1.0	URLIG/Gnp: 2.12]
Avg[n= 100	m= 25	p= 0.05	p*= 0.032	URLIG: 30.48	Gnp*: 5.09	URLIG/Gnp*: 5.99	Gnp: 1.53	URLIG/Gnp: 19.92]
Avg[n= 100	m= 25	p= 0.1	p*= 0.082	URLIG: 8.28	Gnp*: 1.02	URLIG/Gnp*: 8.12	Gnp: 1.01	URLIG/Gnp: 8.2]
Avg[n= 100	m= 25	p= 0.15	p*= 0.133	URLIG: 2.66	Gnp*: 1.0	URLIG/Gnp*: 2.66	Gnp: 1.0	URLIG/Gnp: 2.66]
Avg[n= 100	m= 25	p= 0.2	p*= 0.184	URLIG: 1.48	Gnp*: 1.0	URLIG/Gnp*: 1.48	Gnp: 1.0	URLIG/Gnp: 1.48]
Avg[n= 100	m= 30	p= 0.05	p*= 0.035	URLIG: 24.58	Gnp*: 4.32	URLIG/Gnp*: 5.69	Gnp: 1.64	URLIG/Gnp: 14.99]
Avg[n= 100	m= 30	p= 0.1	p*= 0.085	URLIG: 5.22	Gnp*: 1.01	URLIG/Gnp*: 5.17	Gnp: 1.0	URLIG/Gnp: 5.22]
Avg[n= 100	m= 30	p= 0.15	p*= 0.136	URLIG: 1.65	Gnp*: 1.0	URLIG/Gnp*: 1.65	Gnp: 1.0	URLIG/Gnp: 1.65]
Avg[n= 100	m= 30	p= 0.2	p*= 0.186	URLIG: 1.12	Gnp*: 1.0	URLIG/Gnp*: 1.12	Gnp: 1.0	URLIG/Gnp: 1.12]
Avg[n= 100	m= 35	p= 0.05	p*= 0.037	URLIG: 19.9	Gnp*: 3.77	URLIG/Gnp*: 5.28	Gnp: 1.62	URLIG/Gnp: 12.28]
Avg[n= 100	m= 35	p= 0.1	p*= 0.087	URLIG: 3.58	Gnp*: 1.0	URLIG/Gnp*: 3.58	Gnp: 1.0	URLIG/Gnp: 3.58]
Avg[n= 100	m= 35	p= 0.15	p*= 0.138	URLIG: 1.32	Gnp*: 1.0	URLIG/Gnp*: 1.32	Gnp: 1.0	URLIG/Gnp: 1.32]
Avg[n= 100	m= 35	p= 0.2	p*= 0.188	URLIG: 1.06	Gnp*: 1.0	URLIG/Gnp*: 1.06	Gnp: 1.0	URLIG/Gnp: 1.06]
Avg[n= 100	m= 40	p= 0.05	p*= 0.038	URLIG: 16.02	Gnp*: 3.14	URLIG/Gnp*: 5.1	Gnp: 1.61	URLIG/Gnp: 9.95]
Avg[n= 100	m= 40	p= 0.1	p*= 0.089	URLIG: 2.57	Gnp*: 1.01	URLIG/Gnp*: 2.54	Gnp: 1.0	URLIG/Gnp: 2.57]
Avg[n= 100	m= 40	p= 0.15	p*= 0.139	URLIG: 1.2	Gnp*: 1.0	URLIG/Gnp*: 1.2	Gnp: 1.0	URLIG/Gnp: 1.2]
Avg[n= 100	m= 40	p= 0.2	p*= 0.19	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 45	p= 0.05	p*= 0.039	URLIG: 14.06	Gnp*: 2.96	URLIG/Gnp*: 4.75	Gnp: 1.66	URLIG/Gnp: 8.47]
Avg[n= 100	m= 45	p= 0.1	p*= 0.09	URLIG: 1.92	Gnp*: 1.01	URLIG/Gnp*: 1.9	Gnp: 1.0	URLIG/Gnp: 1.92]
Avg[n= 100	m= 45	p= 0.15	p*= 0.14	URLIG: 1.09	Gnp*: 1.0	URLIG/Gnp*: 1.09	Gnp: 1.0	URLIG/Gnp: 1.09]
Avg[n= 100	m= 45	p= 0.2	p*= 0.191	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 50	p= 0.05	p*= 0.04	URLIG: 11.33	Gnp*: 2.47	URLIG/Gnp*: 4.59	Gnp: 1.6	URLIG/Gnp: 7.08]
Avg[n= 100	m= 50	p= 0.1	p*= 0.091	URLIG: 1.73	Gnp*: 1.02	URLIG/Gnp*: 1.7	Gnp: 1.0	URLIG/Gnp: 1.73]
Avg[n= 100	m= 50	p= 0.15	p*= 0.141	URLIG: 1.06	Gnp*: 1.0	URLIG/Gnp*: 1.06	Gnp: 1.0	URLIG/Gnp: 1.06]
Avg[n= 100	m= 50	p= 0.2	p*= 0.192	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 55	p= 0.05	p*= 0.041	URLIG: 9.28	Gnp*: 2.69	URLIG/Gnp*: 3.45	Gnp: 1.7	URLIG/Gnp: 5.46]
Avg[n= 100	m= 55	p= 0.1	p*= 0.092	URLIG: 1.29	Gnp*: 1.02	URLIG/Gnp*: 1.26	Gnp: 1.01	URLIG/Gnp: 1.28]
Avg[n= 100	m= 55	p= 0.15	p*= 0.142	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 100	m= 55	p= 0.2	p*= 0.193	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 60	p= 0.05	p*= 0.042	URLIG: 8.17	Gnp*: 2.45	URLIG/Gnp*: 3.33	Gnp: 1.57	URLIG/Gnp: 5.2]
Avg[n= 100	m= 60	p= 0.1	p*= 0.092	URLIG: 1.39	Gnp*: 1.0	URLIG/Gnp*: 1.39	Gnp: 1.0	URLIG/Gnp: 1.39]
Avg[n= 100	m= 60	p= 0.15	p*= 0.143	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 60	p= 0.2	p*= 0.193	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 65	p= 0.05	p*= 0.043	URLIG: 7.07	Gnp*: 2.21	URLIG/Gnp*: 3.2	Gnp: 1.59	URLIG/Gnp: 4.45]
Avg[n= 100	m= 65	p= 0.1	p*= 0.093	URLIG: 1.22	Gnp*: 1.0	URLIG/Gnp*: 1.22	Gnp: 1.0	URLIG/Gnp: 1.22]
Avg[n= 100	m= 65	p= 0.15	p*= 0.143	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 65	p= 0.2	p*= 0.194	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 70	p= 0.05	p*= 0.043	URLIG: 6.52	Gnp*: 2.35	URLIG/Gnp*: 2.77	Gnp: 1.65	URLIG/Gnp: 3.95]
Avg[n= 100	m= 70	p= 0.1	p*= 0.094	URLIG: 1.16	Gnp*: 1.01	URLIG/Gnp*: 1.15	Gnp: 1.0	URLIG/Gnp: 1.16]
Avg[n= 100	m= 70	p= 0.15	p*= 0.144	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 70	p= 0.2	p*= 0.194	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 75	p= 0.05	p*= 0.044	URLIG: 5.41	Gnp*: 2.17	URLIG/Gnp*: 2.49	Gnp: 1.45	URLIG/Gnp: 3.73]
Avg[n= 100	m= 75	p= 0.1	p*= 0.094	URLIG: 1.12	Gnp*: 1.0	URLIG/Gnp*: 1.12	Gnp: 1.01	URLIG/Gnp: 1.11]
Avg[n= 100	m= 75	p= 0.15	p*= 0.144	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 75	p= 0.2	p*= 0.195	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 80	p= 0.05	p*= 0.044	URLIG: 5.46	Gnp*: 2.2	URLIG/Gnp*: 2.48	Gnp: 1.63	URLIG/Gnp: 3.35]
Avg[n= 100	m= 80	p= 0.1	p*= 0.094	URLIG: 1.05	Gnp*: 1.02	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.05]
Avg[n= 100	m= 80	p= 0.15	p*= 0.145	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 80	p= 0.2	p*= 0.195	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 85	p= 0.05	p*= 0.044	URLIG: 4.79	Gnp*: 2.12	URLIG/Gnp*: 2.26	Gnp: 1.68	URLIG/Gnp: 2.85]
Avg[n= 100	m= 85	p= 0.1	p*= 0.095	URLIG: 1.11	Gnp*: 1.0	URLIG/Gnp*: 1.11	Gnp: 1.01	URLIG/Gnp: 1.1]
Avg[n= 100	m= 85	p= 0.15	p*= 0.145	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 85	p= 0.2	p*= 0.195	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 90	p= 0.05	p*= 0.045	URLIG: 4.43	Gnp*: 2.07	URLIG/Gnp*: 2.14	Gnp: 1.7	URLIG/Gnp: 2.61]
Avg[n= 100	m= 90	p= 0.1	p*= 0.095	URLIG: 1.05	Gnp*: 1.0	URLIG/Gnp*: 1.05	Gnp: 1.0	URLIG/Gnp: 1.05]
Avg[n= 100	m= 90	p= 0.15	p*= 0.145	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 90	p= 0.2	p*= 0.196	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 95	p= 0.05	p*= 0.045	URLIG: 3.82	Gnp*: 1.94	URLIG/Gnp*: 1.97	Gnp: 1.49	URLIG/Gnp: 2.56]
Avg[n= 100	m= 95	p= 0.1	p*= 0.095	URLIG: 1.08	Gnp*: 1.01	URLIG/Gnp*: 1.07	Gnp: 1.0	URLIG/Gnp: 1.08]
Avg[n= 100	m= 95	p= 0.15	p*= 0.146	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 95	p= 0.2	p*= 0.196	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 100	p= 0.05	p*= 0.045	URLIG: 3.91	Gnp*: 2.16	URLIG/Gnp*: 1.81	Gnp: 1.69	URLIG/Gnp: 2.31]
Avg[n= 100	m= 100	p= 0.1	p*= 0.095	URLIG: 1.06	Gnp*: 1.01	URLIG/Gnp*: 1.05	Gnp: 1.01	URLIG/Gnp: 1.05]
Avg[n= 100	m= 100	p= 0.15	p*= 0.146	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 100	p= 0.2	p*= 0.196	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 110	p= 0.05	p*= 0.046	URLIG: 3.34	Gnp*: 1.91	URLIG/Gnp*: 1.75	Gnp: 1.55	URLIG/Gnp: 2.15]
Avg[n= 100	m= 110	p= 0.1	p*= 0.096	URLIG: 1.02	Gnp*: 1.01	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 110	p= 0.15	p*= 0.146	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 110	p= 0.2	p*= 0.196	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 120	p= 0.05	p*= 0.046	URLIG: 2.98	Gnp*: 1.86	URLIG/Gnp*: 1.6	Gnp: 1.59	URLIG/Gnp: 1.87]
Avg[n= 100	m= 120	p= 0.1	p*= 0.096	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 100	m= 120	p= 0.15	p*= 0.146	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 120	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 130	p= 0.05	p*= 0.046	URLIG: 2.72	Gnp*: 1.97	URLIG/Gnp*: 1.38	Gnp: 1.62	URLIG/Gnp: 1.68]
Avg[n= 100	m= 130	p= 0.1	p*= 0.097	URLIG: 1.01	Gnp*: 1.02	URLIG/Gnp*: 0.99	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 130	p= 0.15	p*= 0.147	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 130	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 140	p= 0.05	p*= 0.047	URLIG: 2.87	Gnp*: 2.03	URLIG/Gnp*: 1.41	Gnp: 1.57	URLIG/Gnp: 1.83]
Avg[n= 100	m= 140	p= 0.1	p*= 0.097	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 140	p= 0.15	p*= 0.147	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 140	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 150	p= 0.05	p*= 0.047	URLIG: 2.76	Gnp*: 1.73	URLIG/Gnp*: 1.6	Gnp: 1.7	URLIG/Gnp: 1.62]
Avg[n= 100	m= 150	p= 0.1	p*= 0.097	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 150	p= 0.15	p*= 0.147	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 150	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 160	p= 0.05	p*= 0.047	URLIG: 2.38	Gnp*: 1.94	URLIG/Gnp*: 1.23	Gnp: 1.63	URLIG/Gnp: 1.46]
Avg[n= 100	m= 160	p= 0.1	p*= 0.097	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 160	p= 0.15	p*= 0.147	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 160	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 170	p= 0.05	p*= 0.047	URLIG: 2.44	Gnp*: 1.97	URLIG/Gnp*: 1.24	Gnp: 1.67	URLIG/Gnp: 1.46]
Avg[n= 100	m= 170	p= 0.1	p*= 0.097	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 170	p= 0.15	p*= 0.147	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
