run:
Avg[n= 50	m= 2	p= 0.05	p*= 0.005	URLIG: 46.65	Gnp*: 44.39	URLIG/Gnp*: 1.05	Gnp: 5.8	URLIG/Gnp: 8.04]
Avg[n= 50	m= 9	p= 0.95	p*= 0.947	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 10	p= 0.05	p*= 0.019	URLIG: 36.81	Gnp*: 27.15	URLIG/Gnp*: 1.36	Gnp: 5.65	URLIG/Gnp: 6.52]
Avg[n= 50	m= 10	p= 0.1	p*= 0.059	URLIG: 19.57	Gnp*: 3.46	URLIG/Gnp*: 5.66	Gnp: 1.32	URLIG/Gnp: 14.83]
Avg[n= 50	m= 10	p= 0.15	p*= 0.107	URLIG: 10.68	Gnp*: 1.27	URLIG/Gnp*: 8.41	Gnp: 1.01	URLIG/Gnp: 10.57]
Avg[n= 50	m= 10	p= 0.2	p*= 0.159	URLIG: 6.15	Gnp*: 1.01	URLIG/Gnp*: 6.09	Gnp: 1.0	URLIG/Gnp: 6.15]
Avg[n= 50	m= 10	p= 0.25	p*= 0.211	URLIG: 3.9	Gnp*: 1.0	URLIG/Gnp*: 3.9	Gnp: 1.0	URLIG/Gnp: 3.9]
Avg[n= 50	m= 10	p= 0.3	p*= 0.263	URLIG: 2.36	Gnp*: 1.0	URLIG/Gnp*: 2.36	Gnp: 1.0	URLIG/Gnp: 2.36]
Avg[n= 50	m= 10	p= 0.35	p*= 0.316	URLIG: 1.71	Gnp*: 1.0	URLIG/Gnp*: 1.71	Gnp: 1.0	URLIG/Gnp: 1.71]
Avg[n= 50	m= 10	p= 0.4	p*= 0.368	URLIG: 1.26	Gnp*: 1.0	URLIG/Gnp*: 1.26	Gnp: 1.0	URLIG/Gnp: 1.26]
Avg[n= 50	m= 10	p= 0.45	p*= 0.421	URLIG: 1.12	Gnp*: 1.0	URLIG/Gnp*: 1.12	Gnp: 1.0	URLIG/Gnp: 1.12]
Avg[n= 50	m= 10	p= 0.5	p*= 0.474	URLIG: 1.07	Gnp*: 1.0	URLIG/Gnp*: 1.07	Gnp: 1.0	URLIG/Gnp: 1.07]
Avg[n= 50	m= 10	p= 0.55	p*= 0.526	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 10	p= 0.6	p*= 0.579	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 10	p= 0.65	p*= 0.632	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 10	p= 0.7	p*= 0.684	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 10	p= 0.75	p*= 0.737	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 10	p= 0.8	p*= 0.789	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 10	p= 0.85	p*= 0.842	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 10	p= 0.9	p*= 0.895	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 10	p= 0.95	p*= 0.947	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 11	p= 0.05	p*= 0.02	URLIG: 34.97	Gnp*: 25.43	URLIG/Gnp*: 1.38	Gnp: 5.47	URLIG/Gnp: 6.39]
Avg[n= 50	m= 11	p= 0.1	p*= 0.062	URLIG: 18.06	Gnp*: 3.33	URLIG/Gnp*: 5.42	Gnp: 1.3	URLIG/Gnp: 13.89]
Avg[n= 50	m= 11	p= 0.15	p*= 0.111	URLIG: 10.0	Gnp*: 1.16	URLIG/Gnp*: 8.62	Gnp: 1.02	URLIG/Gnp: 9.8]
Avg[n= 50	m= 11	p= 0.2	p*= 0.162	URLIG: 5.2	Gnp*: 1.03	URLIG/Gnp*: 5.05	Gnp: 1.0	URLIG/Gnp: 5.2]
Avg[n= 50	m= 11	p= 0.25	p*= 0.214	URLIG: 3.07	Gnp*: 1.0	URLIG/Gnp*: 3.07	Gnp: 1.0	URLIG/Gnp: 3.07]
Avg[n= 50	m= 11	p= 0.3	p*= 0.267	URLIG: 2.01	Gnp*: 1.0	URLIG/Gnp*: 2.01	Gnp: 1.0	URLIG/Gnp: 2.01]
Avg[n= 50	m= 11	p= 0.35	p*= 0.319	URLIG: 1.49	Gnp*: 1.0	URLIG/Gnp*: 1.49	Gnp: 1.0	URLIG/Gnp: 1.49]
Avg[n= 50	m= 11	p= 0.4	p*= 0.371	URLIG: 1.21	Gnp*: 1.0	URLIG/Gnp*: 1.21	Gnp: 1.0	URLIG/Gnp: 1.21]
Avg[n= 50	m= 11	p= 0.45	p*= 0.424	URLIG: 1.05	Gnp*: 1.0	URLIG/Gnp*: 1.05	Gnp: 1.0	URLIG/Gnp: 1.05]
Avg[n= 50	m= 11	p= 0.5	p*= 0.476	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 50	m= 11	p= 0.55	p*= 0.529	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 11	p= 0.6	p*= 0.581	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 11	p= 0.65	p*= 0.633	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 11	p= 0.7	p*= 0.686	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 11	p= 0.75	p*= 0.738	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 11	p= 0.8	p*= 0.79	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 11	p= 0.85	p*= 0.843	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 11	p= 0.9	p*= 0.895	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 11	p= 0.95	p*= 0.948	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 12	p= 0.05	p*= 0.021	URLIG: 33.79	Gnp*: 23.82	URLIG/Gnp*: 1.42	Gnp: 5.43	URLIG/Gnp: 6.22]
Avg[n= 50	m= 12	p= 0.1	p*= 0.064	URLIG: 15.42	Gnp*: 2.99	URLIG/Gnp*: 5.16	Gnp: 1.23	URLIG/Gnp: 12.54]
Avg[n= 50	m= 12	p= 0.15	p*= 0.114	URLIG: 8.89	Gnp*: 1.18	URLIG/Gnp*: 7.53	Gnp: 1.02	URLIG/Gnp: 8.72]
Avg[n= 50	m= 12	p= 0.2	p*= 0.165	URLIG: 4.63	Gnp*: 1.02	URLIG/Gnp*: 4.54	Gnp: 1.0	URLIG/Gnp: 4.63]
Avg[n= 50	m= 12	p= 0.25	p*= 0.217	URLIG: 2.75	Gnp*: 1.0	URLIG/Gnp*: 2.75	Gnp: 1.0	URLIG/Gnp: 2.75]
Avg[n= 50	m= 12	p= 0.3	p*= 0.27	URLIG: 1.7	Gnp*: 1.0	URLIG/Gnp*: 1.7	Gnp: 1.0	URLIG/Gnp: 1.7]
Avg[n= 50	m= 12	p= 0.35	p*= 0.322	URLIG: 1.25	Gnp*: 1.0	URLIG/Gnp*: 1.25	Gnp: 1.0	URLIG/Gnp: 1.25]
Avg[n= 50	m= 12	p= 0.4	p*= 0.374	URLIG: 1.14	Gnp*: 1.0	URLIG/Gnp*: 1.14	Gnp: 1.0	URLIG/Gnp: 1.14]
Avg[n= 50	m= 12	p= 0.45	p*= 0.426	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 50	m= 12	p= 0.5	p*= 0.478	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 50	m= 12	p= 0.55	p*= 0.53	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 12	p= 0.6	p*= 0.583	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 12	p= 0.65	p*= 0.635	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 12	p= 0.7	p*= 0.687	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 12	p= 0.75	p*= 0.739	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 12	p= 0.8	p*= 0.791	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 12	p= 0.85	p*= 0.843	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 12	p= 0.9	p*= 0.896	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 12	p= 0.95	p*= 0.948	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.05	p*= 0.023	URLIG: 31.9	Gnp*: 23.37	URLIG/Gnp*: 1.36	Gnp: 5.87	URLIG/Gnp: 5.43]
Avg[n= 50	m= 13	p= 0.1	p*= 0.067	URLIG: 14.69	Gnp*: 2.92	URLIG/Gnp*: 5.03	Gnp: 1.19	URLIG/Gnp: 12.34]
Avg[n= 50	m= 13	p= 0.15	p*= 0.117	URLIG: 7.76	Gnp*: 1.16	URLIG/Gnp*: 6.69	Gnp: 1.03	URLIG/Gnp: 7.53]
Avg[n= 50	m= 13	p= 0.2	p*= 0.168	URLIG: 3.99	Gnp*: 1.01	URLIG/Gnp*: 3.95	Gnp: 1.0	URLIG/Gnp: 3.99]
Avg[n= 50	m= 13	p= 0.25	p*= 0.22	URLIG: 2.09	Gnp*: 1.0	URLIG/Gnp*: 2.09	Gnp: 1.0	URLIG/Gnp: 2.09]
Avg[n= 50	m= 13	p= 0.3	p*= 0.272	URLIG: 1.51	Gnp*: 1.0	URLIG/Gnp*: 1.51	Gnp: 1.0	URLIG/Gnp: 1.51]
Avg[n= 50	m= 13	p= 0.35	p*= 0.324	URLIG: 1.18	Gnp*: 1.0	URLIG/Gnp*: 1.18	Gnp: 1.0	URLIG/Gnp: 1.18]
Avg[n= 50	m= 13	p= 0.4	p*= 0.376	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 50	m= 13	p= 0.45	p*= 0.428	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 13	p= 0.5	p*= 0.48	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 13	p= 0.55	p*= 0.532	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.6	p*= 0.584	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.65	p*= 0.636	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.7	p*= 0.688	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.75	p*= 0.74	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.8	p*= 0.792	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.85	p*= 0.844	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.9	p*= 0.896	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 13	p= 0.95	p*= 0.948	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.05	p*= 0.024	URLIG: 30.85	Gnp*: 22.53	URLIG/Gnp*: 1.37	Gnp: 5.7	URLIG/Gnp: 5.41]
Avg[n= 50	m= 14	p= 0.1	p*= 0.069	URLIG: 13.33	Gnp*: 2.71	URLIG/Gnp*: 4.92	Gnp: 1.32	URLIG/Gnp: 10.1]
Avg[n= 50	m= 14	p= 0.15	p*= 0.119	URLIG: 6.48	Gnp*: 1.1	URLIG/Gnp*: 5.89	Gnp: 1.01	URLIG/Gnp: 6.42]
Avg[n= 50	m= 14	p= 0.2	p*= 0.17	URLIG: 3.24	Gnp*: 1.0	URLIG/Gnp*: 3.24	Gnp: 1.0	URLIG/Gnp: 3.24]
Avg[n= 50	m= 14	p= 0.25	p*= 0.222	URLIG: 1.93	Gnp*: 1.0	URLIG/Gnp*: 1.93	Gnp: 1.0	URLIG/Gnp: 1.93]
Avg[n= 50	m= 14	p= 0.3	p*= 0.274	URLIG: 1.4	Gnp*: 1.0	URLIG/Gnp*: 1.4	Gnp: 1.0	URLIG/Gnp: 1.4]
Avg[n= 50	m= 14	p= 0.35	p*= 0.326	URLIG: 1.16	Gnp*: 1.0	URLIG/Gnp*: 1.16	Gnp: 1.0	URLIG/Gnp: 1.16]
Avg[n= 50	m= 14	p= 0.4	p*= 0.378	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 50	m= 14	p= 0.45	p*= 0.43	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 14	p= 0.5	p*= 0.481	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 14	p= 0.55	p*= 0.533	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.6	p*= 0.585	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.65	p*= 0.637	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.7	p*= 0.689	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.75	p*= 0.741	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.8	p*= 0.793	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.85	p*= 0.844	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.9	p*= 0.896	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 14	p= 0.95	p*= 0.948	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.05	p*= 0.025	URLIG: 30.17	Gnp*: 21.58	URLIG/Gnp*: 1.4	Gnp: 5.39	URLIG/Gnp: 5.6]
Avg[n= 50	m= 15	p= 0.1	p*= 0.07	URLIG: 12.14	Gnp*: 2.69	URLIG/Gnp*: 4.51	Gnp: 1.26	URLIG/Gnp: 9.63]
Avg[n= 50	m= 15	p= 0.15	p*= 0.121	URLIG: 5.73	Gnp*: 1.06	URLIG/Gnp*: 5.41	Gnp: 1.01	URLIG/Gnp: 5.67]
Avg[n= 50	m= 15	p= 0.2	p*= 0.172	URLIG: 3.21	Gnp*: 1.01	URLIG/Gnp*: 3.18	Gnp: 1.0	URLIG/Gnp: 3.21]
Avg[n= 50	m= 15	p= 0.25	p*= 0.224	URLIG: 1.72	Gnp*: 1.0	URLIG/Gnp*: 1.72	Gnp: 1.0	URLIG/Gnp: 1.72]
Avg[n= 50	m= 15	p= 0.3	p*= 0.276	URLIG: 1.26	Gnp*: 1.0	URLIG/Gnp*: 1.26	Gnp: 1.0	URLIG/Gnp: 1.26]
Avg[n= 50	m= 15	p= 0.35	p*= 0.328	URLIG: 1.05	Gnp*: 1.0	URLIG/Gnp*: 1.05	Gnp: 1.0	URLIG/Gnp: 1.05]
Avg[n= 50	m= 15	p= 0.4	p*= 0.379	URLIG: 1.04	Gnp*: 1.0	URLIG/Gnp*: 1.04	Gnp: 1.0	URLIG/Gnp: 1.04]
Avg[n= 50	m= 15	p= 0.45	p*= 0.431	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 15	p= 0.5	p*= 0.483	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.55	p*= 0.534	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.6	p*= 0.586	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.65	p*= 0.638	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.7	p*= 0.69	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.75	p*= 0.741	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.8	p*= 0.793	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.85	p*= 0.845	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.9	p*= 0.897	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 15	p= 0.95	p*= 0.948	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.05	p*= 0.026	URLIG: 30.02	Gnp*: 19.06	URLIG/Gnp*: 1.58	Gnp: 6.07	URLIG/Gnp: 4.95]
Avg[n= 50	m= 16	p= 0.1	p*= 0.072	URLIG: 11.69	Gnp*: 2.25	URLIG/Gnp*: 5.2	Gnp: 1.29	URLIG/Gnp: 9.06]
Avg[n= 50	m= 16	p= 0.15	p*= 0.123	URLIG: 4.89	Gnp*: 1.06	URLIG/Gnp*: 4.61	Gnp: 1.0	URLIG/Gnp: 4.89]
Avg[n= 50	m= 16	p= 0.2	p*= 0.174	URLIG: 2.5	Gnp*: 1.01	URLIG/Gnp*: 2.48	Gnp: 1.0	URLIG/Gnp: 2.5]
Avg[n= 50	m= 16	p= 0.25	p*= 0.226	URLIG: 1.55	Gnp*: 1.0	URLIG/Gnp*: 1.55	Gnp: 1.0	URLIG/Gnp: 1.55]
Avg[n= 50	m= 16	p= 0.3	p*= 0.277	URLIG: 1.27	Gnp*: 1.0	URLIG/Gnp*: 1.27	Gnp: 1.0	URLIG/Gnp: 1.27]
Avg[n= 50	m= 16	p= 0.35	p*= 0.329	URLIG: 1.05	Gnp*: 1.0	URLIG/Gnp*: 1.05	Gnp: 1.0	URLIG/Gnp: 1.05]
Avg[n= 50	m= 16	p= 0.4	p*= 0.381	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.45	p*= 0.432	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.5	p*= 0.484	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.55	p*= 0.535	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.6	p*= 0.587	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.65	p*= 0.639	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.7	p*= 0.69	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.75	p*= 0.742	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.8	p*= 0.794	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.85	p*= 0.845	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.9	p*= 0.897	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 16	p= 0.95	p*= 0.948	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.05	p*= 0.027	URLIG: 28.86	Gnp*: 19.38	URLIG/Gnp*: 1.49	Gnp: 5.72	URLIG/Gnp: 5.05]
Avg[n= 50	m= 17	p= 0.1	p*= 0.074	URLIG: 10.44	Gnp*: 2.26	URLIG/Gnp*: 4.62	Gnp: 1.32	URLIG/Gnp: 7.91]
Avg[n= 50	m= 17	p= 0.15	p*= 0.124	URLIG: 4.43	Gnp*: 1.14	URLIG/Gnp*: 3.89	Gnp: 1.02	URLIG/Gnp: 4.34]
Avg[n= 50	m= 17	p= 0.2	p*= 0.176	URLIG: 2.23	Gnp*: 1.0	URLIG/Gnp*: 2.23	Gnp: 1.0	URLIG/Gnp: 2.23]
Avg[n= 50	m= 17	p= 0.25	p*= 0.227	URLIG: 1.47	Gnp*: 1.0	URLIG/Gnp*: 1.47	Gnp: 1.0	URLIG/Gnp: 1.47]
Avg[n= 50	m= 17	p= 0.3	p*= 0.279	URLIG: 1.11	Gnp*: 1.0	URLIG/Gnp*: 1.11	Gnp: 1.0	URLIG/Gnp: 1.11]
Avg[n= 50	m= 17	p= 0.35	p*= 0.33	URLIG: 1.06	Gnp*: 1.0	URLIG/Gnp*: 1.06	Gnp: 1.0	URLIG/Gnp: 1.06]
Avg[n= 50	m= 17	p= 0.4	p*= 0.382	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 50	m= 17	p= 0.45	p*= 0.433	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.5	p*= 0.485	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.55	p*= 0.536	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.6	p*= 0.588	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.65	p*= 0.639	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.7	p*= 0.691	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.75	p*= 0.742	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.8	p*= 0.794	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.85	p*= 0.845	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
